Year Published,Min Players,Max Players,Play Time,Rating Average,BGG Rank,Complexity Average
2014,4,12,30,5.14,19528,1
2013,3,5,15,5.14,17740,1
2016,2,4,30,5.14,18395,1
2016,3,20,90,5.14,20230,1
2004,3,7,45,5.14,17903,1.33
2002,2,2,120,5.14,18269,2.44
2002,2,4,10,5.15,17661,1
2000,3,6,30,5.15,17712,1
2014,2,8,15,5.15,17996,1
2010,4,10,30,5.15,18449,1
2009,2,6,15,5.15,19591,1.12
2016,2,5,30,5.15,18734,1.2
2008,2,4,30,5.15,19783,1.34
2000,2,6,60,5.15,19947,1.44
2002,2,6,120,5.15,18142,1.5
2008,2,6,60,5.15,19156,1.5
2008,3,8,20,5.15,19429,1.6
2015,2,6,90,5.15,18650,2
2004,2,6,45,5.15,17705,2
2010,2,4,60,5.15,19083,2.22
2000,2,8,120,5.15,18854,2.25
2014,2,6,90,5.15,18218,2.75
2012,2,6,15,5.16,17528,1
2003,2,10,30,5.16,17812,1
2000,2,8,20,5.16,19657,1
2011,3,9,30,5.16,17713,1
2015,2,6,30,5.16,17586,1
2009,2,4,60,5.16,17889,1
2013,3,6,30,5.16,19206,1.14
2007,4,14,20,5.16,19655,1.36
2005,2,2,90,5.16,18831,1.5
2014,2,5,60,5.16,18303,1.6
2004,3,6,45,5.16,18686,1.62
2005,3,5,30,5.16,19512,1.72
2007,2,6,30,5.16,17770,2
2007,2,5,45,5.16,18877,2.63
2016,2,4,20,5.16,17831,2.67
2017,3,8,20,5.17,17511,1
2008,2,6,30,5.17,17824,1
2014,1,7,30,5.17,18699,1
2008,1,8,20,5.17,17402,1
2014,2,4,30,5.17,19117,1.13
2009,2,4,25,5.17,19619,1.18
2003,4,10,30,5.17,18154,1.22
2002,2,4,30,5.17,20029,1.31
2005,2,4,30,5.17,20076,1.36
2005,2,4,30,5.17,19356,1.55
2009,2,6,50,5.17,19103,1.62
2012,2,2,15,5.17,19077,1.73
2012,2,4,30,5.17,19887,1.75
2012,3,5,60,5.17,18124,2.33
2014,2,4,120,5.17,17285,3.75
2008,2,5,15,5.18,18098,1
2014,4,8,15,5.18,18181,1
2012,2,6,100,5.18,17614,1
2003,2,4,10,5.18,17843,1
2009,2,4,15,5.18,19026,1
2011,2,5,15,5.18,17573,1.33
2013,3,6,30,5.18,19322,1.33
2000,2,4,30,5.18,19155,1.42
2009,2,2,20,5.18,19126,1.5
2005,2,6,60,5.18,19884,1.64
2010,4,12,60,5.18,19213,1.71
2013,3,6,60,5.18,19577,1.75
2001,2,6,90,5.18,19197,1.78
2015,3,6,36,5.18,17384,2
2004,2,2,15,5.19,18352,1
2004,2,2,15,5.19,17551,1
2003,2,4,20,5.19,18010,1.17
2009,2,4,60,5.19,19099,1.17
2005,2,4,60,5.19,18560,1.22
2001,2,4,10,5.19,19571,1.22
2004,2,4,30,5.19,17485,1.29
2006,3,6,30,5.19,18296,1.4
2015,2,2,30,5.19,18047,1.5
2013,2,5,60,5.19,18641,1.57
2015,2,4,60,5.19,19945,1.75
2004,2,5,15,5.19,19728,1.87
2011,2,6,50,5.19,18998,1.9
2006,2,5,60,5.19,18829,2.19
2006,2,6,60,5.19,18129,2.25
2009,2,4,20,5.2,20150,1.23
2009,2,4,15,5.2,18747,1.25
2003,2,5,20,5.2,19029,1.38
2008,2,6,60,5.2,20048,1.7
2009,2,5,60,5.2,17953,2.25
2000,2,4,20,5.2,17799,1
2013,2,2,20,5.2,18180,1
2011,2,6,15,5.2,18457,1
2006,1,4,15,5.2,18585,1
2009,2,8,60,5.2,17934,1
2017,2,6,30,5.2,18428,1
2017,2,8,20,5.2,18028,1
2012,2,2,15,5.2,19172,1.21
2004,3,8,20,5.2,18436,1.29
2007,2,4,30,5.2,19714,1.3
2016,3,8,40,5.2,17493,1.33
2003,2,5,90,5.2,17893,1.5
2004,3,5,30,5.2,19293,1.57
2000,2,8,90,5.2,19930,1.62
2015,2,4,60,5.2,19595,1.7
2007,2,4,45,5.2,18233,1.88
2007,2,2,20,5.2,18246,2
2017,2,6,20,5.2,19307,2
2012,3,4,60,5.2,17821,2.29
2002,2,6,45,5.21,17668,1
2010,2,2,30,5.21,17765,1
2007,2,6,20,5.21,18088,1
2009,2,10,5,5.21,18332,1
2007,2,8,5,5.21,17490,1
2003,2,3,20,5.21,17781,1.11
2010,2,6,5,5.21,20257,1.12
2003,2,5,30,5.21,17732,1.17
2008,2,2,15,5.21,20085,1.17
2000,2,6,30,5.21,18741,1.29
2009,2,4,20,5.21,18125,1.33
2013,3,8,10,5.21,18371,1.33
2015,2,12,15,5.21,19927,1.4
2001,2,4,45,5.21,17662,1.4
2012,2,5,30,5.21,20153,1.42
2015,2,6,60,5.21,18080,1.5
2015,2,4,30,5.21,18121,1.5
2000,2,4,60,5.21,17442,1.67
2016,2,4,30,5.21,18141,1.67
2008,2,6,60,5.22,17912,1
2012,2,6,15,5.22,17755,1
2009,4,6,30,5.22,17856,1
2011,2,4,5,5.22,18209,1.11
2007,2,6,30,5.22,18177,1.2
2006,2,2,30,5.22,18640,1.2
2003,3,6,30,5.22,19314,1.27
2002,2,4,30,5.22,18731,1.29
2005,2,8,60,5.22,18502,1.31
2009,2,4,15,5.22,19066,1.38
2007,3,9,5,5.22,18417,1.4
2013,2,2,15,5.22,18690,1.56
2009,2,2,30,5.22,17378,1.6
2005,2,2,30,5.22,18498,1.62
2001,2,6,120,5.22,20138,1.63
2000,2,4,30,5.22,18347,1.75
2002,2,6,180,5.22,20199,1.83
2010,2,6,60,5.22,19694,1.92
2014,2,4,45,5.22,18223,2
2003,2,2,120,5.22,18186,2.7
2010,2,2,10,5.23,17382,1
2014,3,5,10,5.23,17711,1
2010,2,4,15,5.23,17969,1
2016,2,6,45,5.23,19119,1
2009,2,4,30,5.23,19088,1.17
2008,1,2,60,5.23,18627,1.22
2003,2,4,20,5.23,18188,1.3
2003,2,12,30,5.23,17805,1.33
2006,2,6,40,5.23,18101,1.38
2016,2,6,30,5.23,19305,1.4
2001,3,6,60,5.23,19634,1.58
2012,2,6,60,5.23,18036,1.67
2000,3,5,20,5.23,17618,2
2011,2,8,90,5.23,18505,2
2014,2,4,40,5.23,17710,2.33
2006,2,4,40,5.23,18382,2.9
2014,1,4,120,5.23,18103,4
2012,2,4,45,5.24,17383,1
2015,2,8,15,5.24,19740,1
2014,2,8,15,5.24,17846,1
2011,2,6,15,5.24,18711,1
2013,2,5,25,5.24,18855,1.14
2002,2,6,45,5.24,19296,1.19
2007,2,6,30,5.24,19166,1.21
2007,1,2,30,5.24,19000,1.36
2003,2,4,20,5.24,19958,1.36
2006,2,5,30,5.24,19115,1.4
2009,2,5,20,5.24,19407,1.53
2002,3,6,45,5.24,18251,1.67
2004,2,2,45,5.24,19371,1.72
2004,2,4,45,5.24,18908,1.73
2009,2,5,30,5.24,18195,1.75
2010,3,4,45,5.24,18380,2
2001,2,5,20,5.24,17538,2
2009,2,4,10,5.25,17526,1
2011,2,4,10,5.25,18102,1
2003,2,5,10,5.25,18194,1
2014,2,2,15,5.25,18563,1
2013,3,6,15,5.25,17410,1
2013,2,2,10,5.25,19321,1
2011,2,4,30,5.25,17467,1
2013,2,4,30,5.25,17694,1
2006,2,5,20,5.25,18707,1.25
2005,4,6,75,5.25,18728,1.25
2002,1,4,20,5.25,19438,1.29
2006,2,4,30,5.25,17428,1.5
2003,2,4,20,5.25,19991,1.6
2014,2,6,30,5.25,17835,1.67
2010,2,6,120,5.25,19263,1.71
2016,1,5,120,5.25,20077,1.75
2004,2,4,50,5.25,17354,2
2007,2,6,90,5.25,18537,2.33
2010,1,1,240,5.25,17691,3.33
2017,2,4,20,5.26,17372,1
2015,4,10,90,5.26,19431,1
2019,2,4,15,5.26,17747,1
2010,2,4,20,5.26,17669,1
2015,2,4,45,5.26,17593,1
2011,2,4,10,5.26,18224,1
2015,3,99,15,5.26,19023,1
2005,3,8,60,5.26,20237,1.27
2017,2,5,30,5.26,19260,1.5
2005,2,12,60,5.26,19675,1.6
2014,2,2,45,5.26,19160,1.67
2011,2,5,20,5.26,18009,1.86
2015,2,4,90,5.26,18261,2
2018,2,4,15,5.26,17336,2
2017,2,6,15,5.26,19128,2.67
2006,2,8,15,5.27,17344,1
2016,2,5,20,5.27,17645,1
2012,2,8,15,5.27,18228,1
2009,1,4,10,5.27,18478,1
2010,1,4,30,5.27,18696,1
2013,2,5,30,5.27,17379,1
2000,2,5,20,5.27,19821,1.3
2015,2,4,30,5.27,19196,1.33
2005,3,6,30,5.27,19005,1.43
2004,2,6,30,5.27,18440,1.54
2014,2,6,20,5.27,20072,1.8
2013,4,9,10,5.27,18348,1.89
2012,3,8,45,5.27,18610,2.4
2000,2,24,40,5.27,18991,2.8
2003,1,4,60,5.27,17576,3
2012,3,7,30,5.28,17128,1
2007,2,6,90,5.28,17828,1
2016,2,5,45,5.28,17847,1
2014,2,4,180,5.28,17848,1
2019,2,2,10,5.28,18675,1
2009,2,5,15,5.28,19500,1.12
2001,2,6,20,5.28,17609,1.17
2013,2,5,30,5.28,17795,1.17
2000,2,6,20,5.28,18389,1.17
2008,2,4,20,5.28,19806,1.17
2002,2,10,10,5.28,17949,1.25
2002,2,4,30,5.28,18897,1.35
2013,2,2,15,5.28,18235,1.4
2007,1,2,30,5.28,18836,1.42
2002,2,4,60,5.28,20115,1.46
2007,1,2,30,5.28,19082,1.5
2012,3,6,15,5.28,20066,1.53
2012,1,4,30,5.28,17509,1.67
2009,2,4,30,5.28,19758,1.67
2011,2,4,40,5.28,17722,1.75
2010,2,6,30,5.28,19662,1.83
2019,2,4,45,5.28,17420,2
2016,3,6,90,5.28,17392,2
2009,2,6,180,5.28,17481,2
2006,2,4,90,5.28,19531,2.48
2012,2,6,90,5.28,18323,2.5
2004,2,4,15,5.29,17210,1
2003,2,6,60,5.29,17454,1
2013,2,4,20,5.29,18089,1
2012,2,4,20,5.29,17359,1
2015,2,16,60,5.29,17447,1
2005,2,4,15,5.29,18255,1
2004,2,4,15,5.29,18828,1
2017,3,6,20,5.29,17360,1
2020,2,6,40,5.29,17371,1
2016,4,16,90,5.29,18192,1
2012,2,2,30,5.29,17531,1.14
2011,2,6,15,5.29,17822,1.14
2008,2,2,20,5.29,19102,1.27
2001,2,6,30,5.29,19253,1.28
2011,2,4,30,5.29,18008,1.29
2013,3,99,30,5.29,17784,1.33
2003,2,6,45,5.29,17859,1.43
2008,3,10,30,5.29,17529,1.5
2007,2,4,45,5.29,17866,1.5
2017,2,6,60,5.29,18309,1.5
2013,3,6,60,5.29,18860,1.5
2005,3,6,20,5.29,18705,1.67
2004,2,4,20,5.29,18369,1.79
2012,2,6,180,5.29,19098,1.8
2004,2,5,30,5.29,17474,2.25
2017,2,6,60,5.29,19667,2.29
2001,2,2,180,5.29,17411,3.67
2009,4,4,20,5.3,18094,1
2008,2,4,20,5.3,18244,1
2006,2,4,10,5.3,18981,1
2019,2,4,40,5.3,19414,1
2005,2,4,30,5.3,18924,1.2
2011,3,8,60,5.3,19463,1.25
2007,2,5,15,5.3,18851,1.3
2014,2,5,20,5.3,18573,1.33
2005,1,8,40,5.3,18231,1.4
2010,2,6,60,5.3,19677,1.45
2009,4,10,30,5.3,20188,1.48
2006,2,4,20,5.3,18078,1.5
2015,2,4,15,5.3,17718,1
2014,2,4,20,5.3,17743,1
2016,3,10,60,5.3,18044,1
2003,2,4,15,5.3,18095,1
2008,2,4,15,5.3,18907,1
2016,3,5,20,5.3,19496,1
2017,2,4,20,5.3,17142,1
2016,2,5,10,5.3,19032,1
2004,2,5,15,5.3,20027,1.1
2003,2,8,20,5.3,19038,1.1
2006,3,6,30,5.3,19520,1.1
2006,2,4,40,5.3,18808,1.27
2015,2,6,15,5.3,17585,1.33
2002,2,4,60,5.3,19922,1.37
2006,4,4,40,5.3,17659,1.63
2016,2,6,90,5.3,20001,1.67
2013,3,4,60,5.3,19769,1.78
2008,2,4,30,5.3,19376,1.96
2010,2,5,60,5.3,18609,2.33
2011,3,8,30,5.3,17407,2.5
2008,2,5,60,5.3,18983,2.86
2014,2,4,45,5.3,17494,3
2010,1,6,15,5.31,17179,1
2012,2,10,20,5.31,17307,1
2008,2,4,10,5.31,17326,1
2010,2,6,15,5.31,17606,1
2004,2,5,30,5.31,17987,1
2013,2,5,15,5.31,17769,1
2018,2,5,20,5.31,18516,1
2008,2,6,30,5.31,18410,1.14
2010,2,6,30,5.31,18503,1.2
2001,2,16,45,5.31,19826,1.2
2001,2,4,20,5.31,17430,1.29
2001,2,6,30,5.31,19907,1.31
2000,2,4,20,5.31,17290,1.33
2003,2,4,90,5.31,19182,1.48
2007,2,4,30,5.31,17615,1.5
2014,2,6,120,5.31,16578,1.75
2004,2,10,10,5.31,19998,1.9
2011,2,5,20,5.31,17541,2
2015,2,2,15,5.31,17458,2
2007,3,6,60,5.31,19836,2.17
2020,1,4,90,5.31,17753,2.33
2017,2,5,30,5.31,16989,3
2001,2,2,120,5.31,19140,3.5
2005,3,7,15,5.32,17463,1
2011,2,4,15,5.32,17868,1
2001,2,4,10,5.32,18354,1
2005,2,6,15,5.32,17589,1
2005,2,6,120,5.32,17811,1
2000,2,2,30,5.32,17349,1
2012,3,7,30,5.32,19177,1
2000,2,4,30,5.32,17437,1.14
2015,2,4,15,5.32,18564,1.14
2015,3,6,30,5.32,18201,1.17
2003,2,4,30,5.32,17560,1.25
2002,2,8,5,5.32,19780,1.3
2010,2,8,20,5.32,18007,1.33
2003,2,4,20,5.32,17963,1.36
2003,2,6,45,5.32,19745,1.43
2016,2,4,30,5.32,17557,1.5
2006,3,5,15,5.32,19415,1.6
2006,2,4,45,5.32,17965,1.6
2015,2,3,60,5.32,18159,1.6
2000,2,8,60,5.32,18212,1.67
2006,2,4,40,5.32,18046,1.73
2008,2,6,120,5.32,18066,1.75
2002,2,4,20,5.32,18536,1.8
2004,2,10,5,5.32,17149,1.8
2014,2,6,30,5.32,18697,1.9
2012,2,4,30,5.32,18032,1.91
2015,2,4,60,5.32,18113,2
2007,2,4,20,5.32,17629,2
2015,2,4,60,5.32,17254,2.5
2007,2,6,15,5.33,17343,1
2010,2,8,20,5.33,17374,1
2001,2,6,15,5.33,17505,1
2007,2,4,10,5.33,17683,1
2003,2,4,20,5.33,17611,1
2006,2,5,15,5.33,17322,1.13
2001,3,6,45,5.33,19013,1.15
2013,2,4,60,5.33,18041,1.2
2007,2,2,10,5.33,17535,1.33
2014,1,6,30,5.33,18646,1.33
2013,2,4,30,5.33,17918,1.5
2005,3,10,30,5.33,19087,1.53
2003,3,6,30,5.33,17810,1.56
2003,2,4,45,5.33,18795,1.6
2004,2,6,15,5.33,18006,1.7
2008,2,4,60,5.33,17760,1.71
2016,2,6,30,5.33,19658,2.25
2000,2,6,45,5.33,17658,2.43
2015,2,4,60,5.33,18135,2.86
2013,3,100,15,5.34,17386,1
2016,1,2,15,5.34,17409,1
2015,3,4,5,5.34,17501,1
2017,2,6,5,5.34,17533,1
2014,1,8,5,5.34,17599,1
2004,2,10,30,5.34,17887,1
2017,3,6,40,5.34,17995,1
2003,2,7,60,5.34,18005,1
2019,2,5,20,5.34,17902,1
2004,2,8,30,5.34,17802,1
2012,2,4,15,5.34,17334,1.13
2000,2,6,20,5.34,19661,1.17
2007,3,12,50,5.34,18368,1.2
2009,2,6,10,5.34,18527,1.22
2012,2,2,10,5.34,18804,1.25
2003,2,6,30,5.34,19668,1.28
2005,2,4,60,5.34,19823,1.31
2007,3,4,50,5.34,17347,1.33
2006,2,6,45,5.34,18987,1.5
2008,2,5,30,5.34,19233,1.63
2008,2,5,20,5.34,17946,1.67
2012,3,5,45,5.34,18454,1.8
2010,2,4,15,5.34,17296,2
2002,2,4,120,5.34,17401,2
2016,2,5,120,5.34,18289,2
2018,2,4,60,5.34,17739,2.33
2014,1,8,20,5.34,16873,2.5
2006,2,6,90,5.34,17971,2.5
2010,2,8,45,5.35,17309,1
2018,2,7,120,5.35,18873,1
2011,2,99,15,5.35,18714,1
2011,3,7,15,5.35,17873,1
2005,2,7,15,5.35,17122,1
2017,3,6,15,5.35,19302,1
2006,2,5,45,5.35,17202,1.17
2001,2,5,20,5.35,18792,1.18
2005,2,2,40,5.35,19035,1.38
2004,2,5,45,5.35,18964,1.4
2013,3,8,30,5.35,17219,1.5
2007,2,4,30,5.35,18824,1.73
2010,1,4,20,5.35,17302,1.88
2010,2,6,30,5.35,17879,2.17
2004,2,8,15,5.36,17120,1
2009,2,4,20,5.36,17208,1
2015,2,4,60,5.36,17281,1
2004,2,6,60,5.36,17527,1
2013,2,2,30,5.36,17708,1
2015,3,12,60,5.36,18331,1
2005,3,5,30,5.36,18790,1.11
2010,2,4,20,5.36,18018,1.2
2015,2,5,30,5.36,17192,1.25
2002,2,8,45,5.36,17888,1.27
2012,2,6,60,5.36,18276,1.38
2011,2,4,15,5.36,19251,1.4
2019,3,5,60,5.36,17433,1.5
2000,2,2,10,5.36,17685,1.6
2008,3,5,40,5.36,17898,1.63
2004,2,6,30,5.36,17571,1.67
2005,2,8,120,5.36,19689,1.76
2015,2,6,50,5.36,17178,1.8
2007,2,4,120,5.36,19291,1.8
2005,2,6,30,5.36,17298,1.88
2011,2,4,60,5.36,19163,2.11
2003,2,8,60,5.36,17605,2.2
2017,2,5,60,5.36,18467,2.75
2000,2,6,60,5.36,18926,2.8
2004,2,2,180,5.36,17901,3
2018,3,8,30,5.37,16767,1
2015,2,4,15,5.37,17304,1
2008,2,4,30,5.37,17506,1
2013,2,4,20,5.37,17777,1
2013,2,4,20,5.37,17858,1
2018,2,6,15,5.37,17897,1
2018,2,20,30,5.37,18139,1
2000,2,4,30,5.37,17225,1
2004,1,4,10,5.37,17940,1.11
2002,2,5,30,5.37,18993,1.12
2005,2,5,30,5.37,17546,1.13
2009,3,8,10,5.37,18515,1.18
2006,2,6,30,5.37,18301,1.19
2003,3,6,60,5.37,17945,1.25
2003,2,6,30,5.37,17665,1.33
2011,2,5,30,5.37,18832,1.33
2010,2,4,30,5.37,16979,1.45
2005,2,6,180,5.37,18700,1.5
2005,2,6,90,5.37,19338,1.53
2016,2,6,15,5.37,17768,1.67
2009,3,5,30,5.37,17728,1.75
2014,2,4,30,5.37,18474,1.75
2015,2,4,10,5.37,18892,1.9
2007,2,2,20,5.37,17457,2
2005,2,4,45,5.37,19479,2.24
2013,2,4,45,5.37,18569,2.45
2007,2,2,10,5.38,17690,1
2018,3,6,20,5.38,17749,1
2014,1,4,5,5.38,17046,1
2013,2,10,30,5.38,17137,1
2012,2,4,30,5.38,17441,1
2005,2,6,15,5.38,17170,1.13
2001,2,15,60,5.38,18607,1.25
2011,2,4,25,5.38,18499,1.29
2000,2,8,30,5.38,17103,1.33
2007,3,8,15,5.38,18421,1.45
2018,2,4,60,5.38,17405,1.5
2014,2,6,60,5.38,17549,1.5
2017,3,7,30,5.38,18341,1.5
2014,2,4,30,5.38,19446,1.57
2015,2,6,45,5.38,17440,1.67
2002,2,4,20,5.38,17757,1.8
2007,2,6,30,5.38,17184,1.8
2006,2,5,60,5.38,19181,1.84
2008,2,4,30,5.38,17504,1.86
2010,3,5,30,5.38,17393,2
2011,3,5,30,5.38,17562,2
2005,2,4,30,5.38,18249,2
2010,3,6,60,5.38,18107,2
2018,2,4,120,5.38,17942,2.33
2010,2,8,60,5.38,18346,2.38
2008,2,6,60,5.38,17067,2.67
2005,4,8,90,5.38,18285,2.75
2014,2,12,5,5.39,17095,1
2014,2,6,15,5.39,17403,1
2015,2,6,20,5.39,18051,1
2013,2,6,30,5.39,17734,1
2014,4,10,30,5.39,16942,1.2
2013,2,4,10,5.39,16660,1.33
2015,2,6,20,5.39,17899,1.33
2006,2,8,30,5.39,19987,1.33
2003,2,6,60,5.39,19768,1.43
2014,2,4,45,5.39,16721,1.5
2011,2,4,40,5.39,17598,1.5
2007,2,6,40,5.39,17066,1.67
2016,4,10,60,5.39,17986,1.8
2006,2,6,60,5.39,17323,1.83
2007,2,6,60,5.39,18992,1.88
2016,3,6,60,5.39,18947,2
2008,2,4,60,5.39,17639,2.6
2015,2,6,15,5.4,17362,1
2015,2,4,30,5.4,17983,1
2009,2,6,30,5.4,18178,1
2009,2,99,15,5.4,18806,1
2014,5,20,15,5.4,19596,1
2007,3,6,60,5.4,19813,1.1
2003,2,8,90,5.4,18919,1.33
2000,2,8,180,5.4,18447,1.67
2004,2,5,30,5.4,18760,1.67
2015,3,6,30,5.4,18896,1.67
2013,3,6,60,5.4,19149,1.67
2005,3,4,60,5.4,19840,1.74
2008,2,6,45,5.4,18286,2
2003,2,6,45,5.4,18443,3.13
2014,2,6,30,5.4,17000,1
2013,3,10,30,5.4,18100,1
2011,3,6,20,5.4,18120,1
2015,2,6,90,5.4,18156,1
2002,2,4,20,5.4,18307,1
2010,2,6,10,5.4,16938,1
2013,2,8,20,5.4,17673,1.25
2005,2,4,15,5.4,18885,1.32
2014,2,6,15,5.4,18305,1.5
2011,2,2,60,5.4,17016,1.55
2008,2,4,20,5.4,17145,1.6
2011,2,4,15,5.4,18128,1.71
2010,2,4,45,5.4,18601,1.85
2018,2,12,20,5.4,17030,2
2012,1,4,30,5.4,18166,2
2009,2,4,60,5.4,17245,2.13
2016,2,5,30,5.4,18584,2.3
2011,1,2,240,5.4,17596,2.33
2008,2,5,15,5.41,16950,1
2014,2,4,20,5.41,17275,1
2003,2,20,30,5.41,17319,1
2009,3,8,60,5.41,17617,1
2016,2,4,20,5.41,18126,1
2001,2,4,20,5.41,17252,1
2016,2,6,20,5.41,18082,1
2006,2,12,30,5.41,17387,1
2011,2,4,15,5.41,17380,1
2004,3,8,15,5.41,17553,1.2
2015,2,6,20,5.41,18547,1.22
2005,2,8,30,5.41,19484,1.27
2005,2,6,30,5.41,18084,1.28
2015,3,5,30,5.41,17913,1.29
2004,3,5,30,5.41,17462,1.31
2008,2,2,15,5.41,17498,1.37
2003,2,6,60,5.41,19923,1.58
2013,2,2,30,5.41,17794,1.6
2015,1,6,60,5.41,18613,1.62
2006,2,5,60,5.41,18497,1.65
2007,2,5,30,5.41,18567,1.73
2003,2,2,30,5.41,18982,1.82
2011,3,6,30,5.41,17534,1.83
2016,1,4,90,5.41,18509,2
2007,2,4,60,5.41,17550,2.25
2011,2,5,45,5.41,18250,2.29
2007,3,5,75,5.41,17871,2.43
2008,2,36,90,5.41,17108,2.5
2011,2,4,90,5.41,18784,3.5
2011,2,4,20,5.42,17085,1
2016,1,99,30,5.42,17779,1
2010,2,4,20,5.42,17195,1
2017,3,8,30,5.42,19212,1
2011,2,8,5,5.42,18020,1
2000,2,2,20,5.42,17199,1.14
2008,2,10,45,5.42,18508,1.26
2016,2,8,60,5.42,18272,1.5
2013,2,4,30,5.42,18390,1.5
2006,2,4,45,5.42,17204,1.56
2008,2,6,15,5.42,17966,1.6
2011,2,5,45,5.42,17262,1.67
2001,2,8,60,5.42,18453,1.95
2000,2,2,60,5.42,17008,2.2
2013,2,4,15,5.42,16993,2.5
2017,2,2,25,5.43,17040,1
2000,2,6,20,5.43,17391,1
2014,2,5,15,5.43,17796,1
2000,2,6,10,5.43,17993,1
2006,2,8,30,5.43,18259,1
2004,1,4,10,5.43,18366,1
2017,2,5,20,5.43,17338,1
2017,2,4,20,5.43,18148,1
2011,2,4,30,5.43,17288,1
2016,2,8,15,5.43,17311,1
2002,4,12,85,5.43,17238,1
2009,2,6,15,5.43,17237,1
2015,2,6,45,5.43,17115,1.13
2013,2,4,15,5.43,17751,1.13
2014,2,8,20,5.43,18039,1.14
2014,2,4,20,5.43,17426,1.17
2015,2,7,15,5.43,18245,1.33
2003,2,4,30,5.43,17644,1.38
2006,3,6,20,5.43,17717,1.41
2006,2,5,30,5.43,18420,1.41
2014,1,4,45,5.43,16947,1.5
2013,2,6,15,5.43,17105,1.5
2009,2,6,30,5.43,17590,1.6
2000,4,8,45,5.43,17575,1.71
2009,2,6,60,5.43,18086,1.72
2008,2,4,20,5.43,18112,1.8
2003,2,6,90,5.43,18448,1.8
2000,2,4,45,5.43,17450,1.81
2006,2,4,45,5.43,16932,2
2005,2,36,45,5.43,16991,2
2011,2,4,30,5.43,17100,2
2009,3,5,30,5.43,17368,2
2011,2,5,60,5.43,17488,2
2007,2,6,45,5.43,16915,2
2011,2,4,45,5.43,18486,2.5
2014,2,4,60,5.43,18473,2.63
2003,2,2,30,5.43,17731,2.67
2012,2,6,180,5.43,18458,3
2009,1,4,15,5.44,16955,1
2012,2,4,20,5.44,17010,1
2014,2,4,15,5.44,17073,1
2012,2,4,10,5.44,17389,1
2011,2,4,10,5.44,18072,1
2004,3,6,20,5.44,17855,1.24
2003,2,2,30,5.44,17274,1.33
2015,2,2,20,5.44,18215,1.33
2007,3,99,45,5.44,17475,1.36
2006,4,10,30,5.44,17284,1.38
2009,2,4,15,5.44,18155,1.5
2016,2,10,60,5.44,18096,1.5
2009,2,6,20,5.44,18662,1.5
2016,2,4,40,5.44,18207,1.67
2010,3,8,25,5.44,18328,1.7
2000,3,6,120,5.44,17330,1.78
2010,2,5,60,5.44,17565,1.82
2013,2,5,60,5.44,16879,2
2015,2,4,45,5.44,16800,2
2005,2,12,30,5.44,17915,2.25
2013,2,6,45,5.44,17320,2.5
2016,2,4,30,5.44,17895,2.67
2016,2,5,60,5.44,16566,3
2004,2,4,10,5.45,16851,1
2013,2,4,10,5.45,16864,1
2018,2,4,10,5.45,17043,1
2014,1,3,5,5.45,17141,1
2000,2,4,15,5.45,17357,1
2016,2,5,20,5.45,17809,1
2003,2,6,30,5.45,16823,1
2016,2,8,15,5.45,18329,1
2016,3,6,30,5.45,18016,1
2017,2,6,25,5.45,17735,1
2007,2,6,45,5.45,19357,1
2007,2,4,20,5.45,17823,1.12
2006,2,7,30,5.45,19460,1.12
2006,2,2,20,5.45,17429,1.14
2012,2,2,15,5.45,17518,1.14
2014,3,6,30,5.45,17844,1.14
2009,3,6,30,5.45,17849,1.24
2012,2,4,20,5.45,17135,1.25
2009,5,8,20,5.45,17222,1.33
2005,2,4,45,5.45,17959,1.33
2014,2,2,15,5.45,18383,1.33
2004,3,4,45,5.45,17465,1.37
2008,2,6,60,5.45,18385,1.38
2006,2,4,30,5.45,17610,1.56
2016,2,5,60,5.45,16706,1.6
2009,2,6,120,5.45,17205,1.6
2004,2,6,90,5.45,18374,1.63
2005,2,2,20,5.45,18894,1.75
2015,1,5,30,5.45,18631,1.85
2001,3,6,45,5.45,17627,1.9
2008,2,6,30,5.45,18593,1.94
2012,2,6,30,5.45,16933,2
2015,2,4,30,5.45,17131,2
2017,2,6,60,5.45,16842,2.2
2014,2,5,45,5.45,17012,2.22
2013,2,4,120,5.45,18635,2.84
2013,2,4,60,5.45,16943,3.5
2013,2,4,15,5.46,17224,1
2012,2,5,15,5.46,17130,1
2011,1,1,5,5.46,17211,1
2016,2,4,15,5.46,17955,1
2003,2,2,60,5.46,17943,1.4
2004,4,6,90,5.46,17603,1.56
2007,2,4,45,5.46,17355,1.67
2004,2,12,30,5.46,17990,1.67
2010,2,4,15,5.46,17476,1.8
2007,2,8,60,5.46,17129,1.8
2014,3,6,60,5.46,17125,1.85
2000,2,4,45,5.46,16353,2
2006,2,16,120,5.46,17783,2
2006,2,4,90,5.46,17845,2
2019,2,4,45,5.46,17432,2
2012,2,6,15,5.46,17540,2.33
2011,2,6,60,5.46,17544,2.4
2012,2,4,60,5.46,18598,2.4
2005,2,5,30,5.46,17564,2.5
2000,2,6,30,5.46,17891,2.54
2014,2,5,30,5.46,18132,2.9
2015,2,4,80,5.46,16904,3
2003,2,5,60,5.47,16951,1
2015,2,6,20,5.47,16957,1
2002,2,10,60,5.47,17139,1
2005,3,4,30,5.47,17333,1
2015,2,4,15,5.47,17672,1
2011,2,4,20,5.47,17772,1
2017,2,4,50,5.47,17951,1
